order_number,toothbrush_type,order_date,customer_age,order_quantity,delivery_postcode,billing_postcode,is_first,dispatch_status,dispatch_date,delivery_status,delivery_date
BRU00009202,Toothbrush 2000,2022-12-18 16:48:51.436163200,65,9,IP137JA,IP137JA,True,Order Received,,,
BRU00008728,Toothbrush 4000,2022-12-19 04:59:53.552684000,25,8,CM07EP,CM07EP,True,Order Received,,,
BRU00009306,Toothbrush 4000,2022-12-18 22:08:47.927796400,28,1,GU47DQ,GU47DQ,True,Order Confirmed,2022-12-18 23:14:43.419106000,,
BRU00008881,Toothbrush 4000,2022-12-19 03:05:40.313159200,16,3,B744AN,B744AN,True,Order Received,,,
BRU00009266,Toothbrush 2000,2022-12-19 00:07:21.149010000,88,7,G521HS,G521HS,True,Order Confirmed,2022-12-19 01:22:07.120288800,,
BRU00008962,Toothbrush 4000,2022-12-18 23:57:14.058708400,26,8,EN54LP,EN54LP,True,Order Confirmed,2022-12-19 00:41:13.334693200,,
BRU00009330,Toothbrush 2000,2022-12-19 06:45:26.999295200,85,6,CV238HJ,CV238HJ,True,Order Confirmed,2022-12-19 08:02:42.393603200,,
BRU00008808,Toothbrush 4000,2022-12-19 06:49:29.880102800,29,7,B248AN,B248AN,True,Order Confirmed,2022-12-19 07:39:07.473953600,,
BRU00008838,Toothbrush 4000,2022-12-19 07:58:59.590770400,35,8,EX165JN,EX165JN,True,Order Received,,,
BRU00008662,Toothbrush 4000,2022-12-18 10:53:23.945703200,23,2,DT110EH,DT110EH,True,Order Received,,,
BRU00008793,Toothbrush 4000,2022-12-19 19:39:02.488740400,32,9,DE451UW,DE451UW,True,Order Received,,,
BRU00008874,Toothbrush 4000,2022-12-19 11:43:55.545424800,33,1,HU115FB,HU115FB,True,Order Confirmed,2022-12-19 13:00:07.276832400,,
BRU00008664,Toothbrush 4000,2022-12-19 12:53:38.300049600,33,8,CW84HJ,CW84HJ,True,Order Confirmed,2022-12-19 13:47:57.076364400,,
BRU00008729,Toothbrush 2000,2022-12-18 13:05:05.296550800,77,9,E173JZ,E173JZ,True,Order Received,,,
BRU00009283,Toothbrush 2000,2022-12-18 15:01:56.091935600,67,5,GU337EL,GU337EL,True,Order Confirmed,2022-12-18 15:49:27.467259200,,
BRU00009226,Toothbrush 2000,2022-12-19 12:10:14.682755600,84,7,CF35UJ,CF35UJ,True,Order Confirmed,2022-12-19 13:19:41.268226400,,
BRU00008939,Toothbrush 2000,2022-12-18 15:28:06.448387200,72,2,CM33LU,CM33LU,True,Order Received,,,
BRU00009030,Toothbrush 4000,2022-12-18 12:51:07.681089200,11,2,DY20AY,DY20AY,True,Order Received,,,
BRU00009326,Toothbrush 2000,2022-12-19 08:47:27.217953200,67,2,EN29BY,EN29BY,True,Order Received,,,
BRU00008850,Toothbrush 2000,2022-12-18 23:13:23.123383200,82,7,BR33AJ,BR33AJ,True,Order Received,,,
BRU00008825,Toothbrush 4000,2022-12-19 10:02:05.997922800,18,9,IP300AA,IP300AA,True,Order Confirmed,2022-12-19 11:05:37.417178400,,
BRU00009333,Toothbrush 2000,2022-12-19 00:04:50.893366400,78,7,EX348JH,EX348JH,True,Order Confirmed,2022-12-19 00:57:57.276507200,,
BRU00008644,Toothbrush 4000,2022-12-19 17:43:23.323834400,27,1,B744RS,B744RS,True,Order Confirmed,2022-12-19 18:49:56.025064400,,
BRU00008594,Toothbrush 4000,2022-12-19 15:55:33.370423200,19,9,BN273SE,BN273SE,True,Order Received,,,
BRU00008864,Toothbrush 2000,2022-12-18 17:30:21.872470000,69,5,BH92SZ,BH92SZ,True,Order Received,,,
BRU00009048,Toothbrush 2000,2022-12-18 20:28:10.830131600,65,5,E175YD,E175YD,True,Order Confirmed,2022-12-18 21:57:33.862469600,,
BRU00009034,Toothbrush 4000,2022-12-18 17:05:19.866203200,24,4,E50LR,E50LR,True,Order Received,,,
BRU00008741,Toothbrush 4000,2022-12-19 10:34:47.206309200,39,1,CF56BR,CF56BR,True,Order Received,,,
BRU00009082,Toothbrush 2000,2022-12-18 19:03:05.248534400,82,7,EX137JR,EX137JR,True,Order Received,,,
BRU00008858,Toothbrush 2000,2022-12-18 17:11:12.948128800,90,3,EH87LQ,EH87LQ,True,Order Received,,,
BRU00008684,Toothbrush 4000,2022-12-18 16:48:15.950125200,23,5,GL208PL,GL208PL,True,Order Received,,,
BRU00008734,Toothbrush 2000,2022-12-18 15:39:18.788164800,90,5,CV326LB,CV326LB,True,Order Confirmed,2022-12-18 16:33:49.192227600,,
BRU00008896,Toothbrush 4000,2022-12-19 14:44:15.092306000,23,2,B664PU,B664PU,True,Order Confirmed,2022-12-19 15:49:06.958385600,,
BRU00009161,Toothbrush 2000,2022-12-19 12:37:10.330286000,87,6,EX153BA,EX153BA,True,Order Received,,,
BRU00008744,Toothbrush 4000,2022-12-19 11:09:32.917818400,36,6,EH421YA,EH421YA,True,Order Received,,,
BRU00009171,Toothbrush 4000,2022-12-19 21:52:53.596600800,24,8,CO101QD,CO101QD,True,Order Received,,,
BRU00008852,Toothbrush 4000,2022-12-19 15:41:14.972297600,27,1,DA83QR,DA83QR,True,Order Confirmed,2022-12-19 16:50:27.668115200,,
BRU00008799,Toothbrush 2000,2022-12-18 09:18:27.001306800,85,2,FY45FU,FY45FU,True,Order Received,,,
BRU00008812,Toothbrush 2000,2022-12-19 08:32:32.065053200,60,1,EX363NA,EX363NA,True,Order Received,,,
BRU00008626,Toothbrush 2000,2022-12-18 17:13:59.427469600,81,2,DG34BT,DG34BT,True,Order Received,,,
BRU00008640,Toothbrush 4000,2022-12-19 18:46:23.865681600,20,1,CH640TS,CH640TS,True,Order Confirmed,2022-12-19 19:39:23.917344000,,
BRU00008921,Toothbrush 4000,2022-12-18 22:29:55.878069600,25,2,CB30DS,CB30DS,True,Order Confirmed,2022-12-18 23:38:16.735669200,,
BRU00008659,Toothbrush 4000,2022-12-19 03:25:48.457074400,20,8,E147LE,E147LE,True,Order Received,,,
BRU00008999,Toothbrush 4000,2022-12-19 01:13:25.640571600,18,4,HX38BP,HX38BP,True,Order Confirmed,2022-12-19 02:26:48.298537200,,
BRU00009031,Toothbrush 4000,2022-12-18 21:05:27.497749600,41,6,DN365HG,DN365HG,True,Order Received,,,
BRU00009173,Toothbrush 4000,2022-12-18 15:55:06.112755200,23,9,HA97BT,HA97BT,True,Order Received,,,
BRU00008833,Toothbrush 2000,2022-12-19 02:40:17.437451200,65,1,GL66PH,GL66PH,True,Order Received,,,
BRU00009069,Toothbrush 2000,2022-12-19 03:40:11.938618000,80,6,HA73RA,HA73RA,True,Order Confirmed,2022-12-19 04:35:41.826776800,,
BRU00009256,Toothbrush 2000,2022-12-18 13:44:12.007810000,55,4,CT215BA,CT215BA,True,Order Received,,,
BRU00008788,Toothbrush 2000,2022-12-19 10:45:58.101203200,88,1,DA176DU,DA176DU,True,Order Received,,,
BRU00008820,Toothbrush 2000,2022-12-18 19:08:33.553196000,72,8,HU139HQ,HU139HQ,True,Order Received,,,
BRU00009018,Toothbrush 2000,2022-12-19 11:28:07.934851200,80,8,HG27TD,HG27TD,True,Order Confirmed,2022-12-19 12:16:46.460082000,,
BRU00008841,Toothbrush 2000,2022-12-18 23:39:08.498498000,57,9,DY13DD,DY13DD,True,Order Received,,,
BRU00008580,Toothbrush 2000,2022-12-18 17:45:14.271863600,98,7,EH144AT,EH144AT,True,Order Confirmed,2022-12-18 18:52:44.460374000,,
BRU00008917,Toothbrush 2000,2022-12-18 22:29:46.891060400,75,6,GL167HJ,GL167HJ,True,Order Confirmed,2022-12-18 23:35:35.618639600,,
BRU00009252,Toothbrush 4000,2022-12-19 15:12:35.251034000,20,9,IP279LU,IP279LU,True,Order Received,,,
BRU00008700,Toothbrush 2000,2022-12-19 07:48:36.445859600,76,1,E48BD,E48BD,True,Order Received,,,
BRU00009316,Toothbrush 2000,2022-12-18 19:03:28.471000399,69,4,DN149JA,DN149JA,True,Order Confirmed,2022-12-18 20:00:28.155975199,,
BRU00009281,Toothbrush 4000,2022-12-19 02:11:32.590369600,22,6,BN211QB,BN211QB,True,Order Received,,,
BRU00008695,Toothbrush 4000,2022-12-19 06:38:08.934342800,27,6,GU307RG,GU307RG,True,Order Confirmed,2022-12-19 07:33:07.811370800,,
BRU00008895,Toothbrush 2000,2022-12-18 14:57:52.960162800,84,3,BB56SQ,BB56SQ,True,Order Confirmed,2022-12-18 15:54:40.924470000,,
BRU00008752,Toothbrush 2000,2022-12-19 08:35:42.507864000,65,8,B330LL,B330LL,True,Order Confirmed,2022-12-19 09:46:26.345292000,,
BRU00008781,Toothbrush 4000,2022-12-18 23:56:38.912813200,28,2,GU112PW,GU112PW,True,Order Received,,,
BRU00008930,Toothbrush 4000,2022-12-19 06:43:18.621038000,25,5,BA16ST,BA16ST,True,Order Received,,,
BRU00008985,Toothbrush 4000,2022-12-18 22:52:24.854495600,29,6,B904TU,B904TU,True,Order Received,,,
BRU00009036,Toothbrush 2000,2022-12-18 16:48:14.955949599,93,7,DL55RA,DL55RA,True,Order Received,,,
BRU00009297,Toothbrush 4000,2022-12-19 02:22:35.182296000,29,1,CO58RX,CO58RX,True,Order Confirmed,2022-12-19 03:29:00.060182400,,
BRU00009232,Toothbrush 4000,2022-12-18 21:07:19.066600400,20,7,DD13HZ,DD13HZ,True,Order Confirmed,2022-12-18 22:18:02.669978000,,
BRU00009264,Toothbrush 4000,2022-12-18 22:22:36.299380400,30,9,DD84DG,DD84DG,True,Order Received,,,
BRU00008941,Toothbrush 2000,2022-12-19 05:57:22.431286000,87,7,EH141RY,EH141RY,True,Order Received,,,
BRU00008944,Toothbrush 4000,2022-12-18 23:04:16.902039600,29,6,GU85HS,GU85HS,True,Order Received,,,
BRU00008705,Toothbrush 4000,2022-12-19 19:13:36.393563600,19,2,DH47SL,DH47SL,True,Order Received,,,
BRU00008972,Toothbrush 4000,2022-12-19 01:11:32.420100000,25,6,DD113DT,DD113DT,True,Order Confirmed,2022-12-19 02:13:44.006295600,,
BRU00008853,Toothbrush 2000,2022-12-19 06:17:41.481615200,81,7,CA287BZ,CA287BZ,True,Order Confirmed,2022-12-19 07:17:02.853107600,,
BRU00009039,Toothbrush 4000,2022-12-19 15:56:09.485249600,12,7,B357LS,B357LS,True,Order Received,,,
BRU00008926,Toothbrush 2000,2022-12-19 12:38:26.492340400,81,4,BS484QB,BS484QB,True,Order Received,,,
BRU00009261,Toothbrush 2000,2022-12-18 18:40:01.576874800,81,8,BS79RT,BS79RT,True,Order Confirmed,2022-12-18 19:32:37.987520800,,
BRU00009086,Toothbrush 4000,2022-12-19 05:33:27.367840000,11,9,BL09RE,BL09RE,True,Order Confirmed,2022-12-19 06:46:56.493662800,,
BRU00009115,Toothbrush 2000,2022-12-19 02:23:40.315428400,77,9,CF831HL,CF831HL,True,Order Received,,,
BRU00008753,Toothbrush 4000,2022-12-18 11:01:49.195076400,15,6,BL26EG,BL26EG,True,Order Received,,,
BRU00009270,Toothbrush 2000,2022-12-18 13:06:49.092427200,95,2,B458PF,B458PF,True,Order Received,,,
BRU00008794,Toothbrush 2000,2022-12-19 12:19:43.861175200,80,2,HR12TL,HR12TL,True,Order Received,,,
BRU00008876,Toothbrush 2000,2022-12-18 12:13:45.363818400,70,7,B152UJ,B152UJ,True,Order Confirmed,2022-12-18 13:13:13.184178000,,
BRU00008743,Toothbrush 2000,2022-12-18 15:47:13.873193600,88,9,CO156AN,CO156AN,True,Order Received,,,
BRU00008919,Toothbrush 2000,2022-12-19 04:03:09.165264000,87,2,HD33EP,HD33EP,True,Order Confirmed,2022-12-19 04:51:21.923581200,,
BRU00009008,Toothbrush 4000,2022-12-19 00:06:30.945939600,41,5,CM35LP,CM35LP,True,Order Confirmed,2022-12-19 01:21:41.427418800,,
BRU00008766,Toothbrush 4000,2022-12-18 23:09:33.071268400,27,3,BB33FS,BB33FS,True,Order Received,,,
BRU00008711,Toothbrush 2000,2022-12-19 02:24:56.648784000,66,9,AB392AZ,AB392AZ,True,Order Confirmed,2022-12-19 03:24:49.630494000,,
BRU00009282,Toothbrush 2000,2022-12-18 08:44:48.328473200,84,9,HP144QH,HP144QH,True,Order Confirmed,2022-12-18 10:07:38.781092000,,
BRU00009127,Toothbrush 2000,2022-12-18 17:38:11.593227600,78,5,BS29DA,BS29DA,True,Order Received,,,
BRU00008607,Toothbrush 4000,2022-12-19 02:56:15.918732000,25,6,BB111HJ,BB111HJ,True,Order Received,,,
BRU00008996,Toothbrush 2000,2022-12-18 23:48:26.163922000,74,6,GU148QX,GU148QX,True,Order Confirmed,2022-12-19 00:44:44.040041200,,
BRU00008618,Toothbrush 2000,2022-12-19 10:20:08.456539600,58,4,DA159BL,DA159BL,True,Order Received,,,
BRU00008774,Toothbrush 4000,2022-12-18 14:15:14.325838800,32,2,GU84SW,GU84SW,True,Order Received,,,
BRU00008904,Toothbrush 2000,2022-12-19 07:22:22.801094800,68,5,GL24DQ,GL24DQ,True,Order Confirmed,2022-12-19 08:31:45.645323200,,
BRU00008714,Toothbrush 2000,2022-12-19 10:27:14.661280000,82,6,BH105NZ,BH105NZ,True,Order Received,,,
BRU00008922,Toothbrush 4000,2022-12-19 17:48:32.373279600,42,5,AB518SB,AB518SB,True,Order Confirmed,2022-12-19 19:05:09.177682800,,
BRU00008890,Toothbrush 2000,2022-12-18 18:03:24.574050400,66,1,BD205AP,BD205AP,True,Order Received,,,
BRU00009277,Toothbrush 2000,2022-12-18 05:22:29.615720000,66,1,EH482NH,EH482NH,True,Order Received,,,
BRU00008787,Toothbrush 4000,2022-12-19 07:05:50.824466400,17,2,BD108RN,BD108RN,True,Order Received,,,
BRU00009028,Toothbrush 2000,2022-12-18 14:10:25.233638800,77,1,BA133HF,BA133HF,True,Order Received,,,
BRU00009019,Toothbrush 2000,2022-12-19 09:23:01.733741200,86,6,B380HH,B380HH,True,Order Confirmed,2022-12-19 10:43:17.784872800,,
BRU00009101,Toothbrush 2000,2022-12-18 23:39:21.420074000,70,1,G200PJ,G200PJ,True,Order Confirmed,2022-12-19 00:46:10.917518000,,
BRU00008661,Toothbrush 4000,2022-12-19 05:19:23.380954400,45,1,DE126LY,DE126LY,True,Order Received,,,
BRU00009221,Toothbrush 4000,2022-12-19 03:56:52.626453200,37,7,DN149RG,DN149RG,True,Order Received,,,
BRU00009033,Toothbrush 2000,2022-12-18 19:59:10.017157200,60,9,EN51NW,EN51NW,True,Order Confirmed,2022-12-18 21:00:03.743798400,,
BRU00008778,Toothbrush 2000,2022-12-18 18:24:48.403815600,76,3,CV11JS,CV11JS,True,Order Confirmed,2022-12-18 19:40:45.170149200,,
BRU00008980,Toothbrush 4000,2022-12-18 19:09:14.012109600,43,3,E26EA,E26EA,True,Order Received,,,
BRU00009099,Toothbrush 2000,2022-12-18 09:14:18.662024000,56,6,HD58XX,HD58XX,True,Order Confirmed,2022-12-18 10:20:01.093649600,,
BRU00008884,Toothbrush 2000,2022-12-18 16:45:22.957983200,66,9,BL97BR,BL97BR,True,Order Confirmed,2022-12-18 17:42:32.143422800,,
BRU00008623,Toothbrush 4000,2022-12-19 06:35:52.038529200,26,1,GU14GB,GU14GB,True,Order Received,,,
BRU00008955,Toothbrush 4000,2022-12-19 00:50:18.333799200,18,6,IP14NU,IP14NU,True,Order Received,,,
BRU00009154,Toothbrush 4000,2022-12-18 07:20:44.111194400,13,7,CV226BP,CV226BP,True,Order Confirmed,2022-12-18 08:37:43.492850000,,
BRU00009238,Toothbrush 4000,2022-12-18 23:09:21.725466800,33,6,CW26LA,CW26LA,True,Order Received,,,
BRU00009241,Toothbrush 2000,2022-12-19 10:05:02.810549600,71,8,DA26HZ,DA26HZ,True,Order Received,,,
BRU00008792,Toothbrush 4000,2022-12-19 01:18:15.423223199,26,9,HA87RG,HA87RG,True,Order Confirmed,2022-12-19 02:16:19.975438799,,
BRU00009117,Toothbrush 4000,2022-12-19 02:00:46.257762800,26,5,CV14LY,CV14LY,True,Order Confirmed,2022-12-19 02:59:02.045974400,,
BRU00008963,Toothbrush 4000,2022-12-18 23:12:10.449046400,24,1,EN37LY,EN37LY,True,Order Confirmed,2022-12-19 00:35:01.674930800,,
BRU00009156,Toothbrush 2000,2022-12-19 07:14:50.703190400,59,3,BD129DY,BD129DY,True,Order Confirmed,2022-12-19 08:14:13.860722000,,
BRU00009212,Toothbrush 2000,2022-12-19 00:51:53.314219200,66,4,BA28HX,BA28HX,True,Order Received,,,
BRU00008656,Toothbrush 2000,2022-12-19 06:55:53.602130000,71,8,EX227DF,EX227DF,True,Order Received,,,
BRU00008842,Toothbrush 2000,2022-12-18 17:09:50.938157600,64,5,G11UR,G11UR,True,Order Received,,,
BRU00009143,Toothbrush 4000,2022-12-19 04:02:19.167496800,29,1,DE556JF,DE556JF,True,Order Received,,,
BRU00008851,Toothbrush 4000,2022-12-19 16:39:08.293726400,18,9,BN17JJ,BN17JJ,True,Order Confirmed,2022-12-19 18:08:18.129537200,,
BRU00009150,Toothbrush 2000,2022-12-18 18:05:56.942162000,73,8,IG117UZ,IG117UZ,True,Order Received,,,
BRU00009051,Toothbrush 4000,2022-12-18 10:04:31.068173200,40,4,FK101LG,FK101LG,True,Order Received,,,
BRU00008970,Toothbrush 4000,2022-12-19 01:54:46.449185200,28,9,CT149LU,CT149LU,True,Order Received,,,
BRU00009075,Toothbrush 2000,2022-12-19 02:31:57.988984799,63,8,B82NE,B82NE,True,Order Confirmed,2022-12-19 03:38:02.323823999,,
BRU00008665,Toothbrush 2000,2022-12-18 21:39:55.626447600,92,2,DN327PR,DN327PR,True,Order Received,,,
BRU00009317,Toothbrush 2000,2022-12-18 12:20:01.893989999,71,9,DA15AA,DA15AA,True,Order Received,,,
BRU00009196,Toothbrush 2000,2022-12-19 05:51:21.121977600,87,3,BH140HY,BH140HY,True,Order Confirmed,2022-12-19 07:00:53.748255600,,
BRU00009217,Toothbrush 2000,2022-12-19 15:19:48.467092400,100,8,CV114YD,CV114YD,True,Order Received,,,
BRU00008819,Toothbrush 4000,2022-12-18 22:19:54.442007600,27,1,CO57JH,CO57JH,True,Order Received,,,
BRU00009321,Toothbrush 2000,2022-12-19 03:01:57.400805200,68,2,CA143LA,CA143LA,True,Order Confirmed,2022-12-19 04:10:17.810064399,,
BRU00008862,Toothbrush 4000,2022-12-19 02:27:31.438900800,36,9,AB314BY,AB314BY,True,Order Received,,,
BRU00009119,Toothbrush 4000,2022-12-18 23:51:27.717277200,30,5,IP12NL,IP12NL,True,Order Received,,,
BRU00008672,Toothbrush 2000,2022-12-18 19:39:53.340495200,84,1,CW72JA,CW72JA,True,Order Confirmed,2022-12-18 20:57:52.127270000,,
BRU00009109,Toothbrush 4000,2022-12-19 17:42:28.493548000,30,7,G328DW,G328DW,True,Order Confirmed,2022-12-19 19:05:11.225722000,,
BRU00009292,Toothbrush 2000,2022-12-18 12:12:56.487433600,82,2,CA130SU,CA130SU,True,Order Received,,,
BRU00009053,Toothbrush 4000,2022-12-19 14:22:43.254248000,4,7,IG87AY,IG87AY,True,Order Confirmed,2022-12-19 15:48:52.040097200,,
BRU00008907,Toothbrush 2000,2022-12-19 02:01:16.726270399,76,6,CA57DD,CA57DD,True,Order Confirmed,2022-12-19 03:12:42.190419199,,
BRU00009078,Toothbrush 2000,2022-12-18 16:46:40.319813200,70,5,EH558JD,EH558JD,True,Order Received,,,
BRU00009265,Toothbrush 2000,2022-12-18 20:34:31.206568800,66,4,BS149JY,BS149JY,True,Order Confirmed,2022-12-18 21:42:20.256263999,,
BRU00009139,Toothbrush 4000,2022-12-18 22:41:43.134241600,23,3,HG42QS,HG42QS,True,Order Received,,,
BRU00009149,Toothbrush 2000,2022-12-19 10:48:16.078603200,68,5,B938PH,B938PH,True,Order Received,,,
BRU00008730,Toothbrush 4000,2022-12-19 00:30:35.089211200,8,6,EH141DY,EH141DY,True,Order Confirmed,2022-12-19 02:00:39.599111200,,
BRU00008736,Toothbrush 2000,2022-12-18 19:33:52.742514000,69,1,BB24TY,BB24TY,True,Order Confirmed,2022-12-18 20:44:17.696340000,,
BRU00009023,Toothbrush 2000,2022-12-19 00:25:32.169165200,62,3,CB74ER,CB74ER,True,Order Confirmed,2022-12-19 01:50:15.818200400,,
BRU00008574,Toothbrush 2000,2022-12-19 16:37:01.803320000,54,1,CF398HH,CF398HH,True,Order Confirmed,2022-12-19 17:44:30.707148800,,
BRU00008675,Toothbrush 2000,2022-12-19 01:39:19.734268800,96,4,HP235QL,HP235QL,True,Order Confirmed,2022-12-19 02:41:33.702645600,,
BRU00009044,Toothbrush 4000,2022-12-19 19:21:56.247959600,16,3,BA10UB,BA10UB,True,Order Confirmed,2022-12-19 20:33:50.485072400,,
BRU00008968,Toothbrush 4000,2022-12-18 20:16:50.754478800,27,1,CM235JU,CM235JU,True,Order Confirmed,2022-12-18 21:22:40.607551200,,
BRU00008738,Toothbrush 4000,2022-12-18 23:57:45.438862400,35,9,DE243BA,DE243BA,True,Order Received,,,
BRU00008761,Toothbrush 4000,2022-12-19 13:36:51.284685200,20,6,B663AX,B663AX,True,Order Confirmed,2022-12-19 14:47:14.911385600,,
BRU00008579,Toothbrush 4000,2022-12-18 23:49:22.651278800,16,6,CV32SQ,CV32SQ,True,Order Confirmed,2022-12-19 01:03:56.361058400,,
BRU00008817,Toothbrush 2000,2022-12-19 02:48:02.562011600,84,6,E34UJ,E34UJ,True,Order Confirmed,2022-12-19 03:38:02.730652400,,
BRU00008643,Toothbrush 4000,2022-12-19 07:42:21.776972800,15,2,GL205BX,GL205BX,True,Order Confirmed,2022-12-19 08:50:21.731305600,,
BRU00009120,Toothbrush 2000,2022-12-19 03:52:55.801711600,74,7,BB79RW,BB79RW,True,Order Received,,,
BRU00008620,Toothbrush 4000,2022-12-18 20:47:59.464986800,30,1,BD175PY,BD175PY,True,Order Received,,,
BRU00009193,Toothbrush 4000,2022-12-19 07:53:24.608655600,37,1,EX13YH,EX13YH,True,Order Received,,,
BRU00008633,Toothbrush 4000,2022-12-19 14:35:51.679898800,34,7,BH207DR,BH207DR,True,Order Confirmed,2022-12-19 15:52:06.538943200,,
BRU00008724,Toothbrush 2000,2022-12-19 07:27:21.707080400,66,6,CH622BT,CH622BT,True,Order Received,,,
BRU00009182,Toothbrush 2000,2022-12-19 04:19:59.905337600,73,9,HU76DA,HU76DA,True,Order Received,,,
BRU00008573,Toothbrush 2000,2022-12-19 01:45:58.903442000,75,3,EN61NR,EN61NR,True,Order Confirmed,2022-12-19 02:33:54.494939600,,
BRU00009103,Toothbrush 4000,2022-12-19 16:57:55.908571600,40,5,HU91HW,HU91HW,True,Order Confirmed,2022-12-19 17:57:09.452972800,,
BRU00009017,Toothbrush 4000,2022-12-19 11:59:32.778500800,14,6,BN21AD,BN21AD,True,Order Confirmed,2022-12-19 13:01:19.340970400,,
BRU00008805,Toothbrush 4000,2022-12-18 22:11:29.999202000,38,5,HU192BL,HU192BL,True,Order Confirmed,2022-12-18 23:10:20.091486000,,
BRU00009077,Toothbrush 4000,2022-12-19 12:03:26.986380800,20,4,BN59SF,BN59SF,True,Order Confirmed,2022-12-19 13:05:20.973760400,,
BRU00008637,Toothbrush 2000,2022-12-18 16:00:49.411870000,91,9,GU149PF,GU149PF,True,Order Confirmed,2022-12-18 16:56:15.340057600,,
BRU00008583,Toothbrush 4000,2022-12-18 22:33:47.148100000,23,4,GL76JG,GL76JG,True,Order Confirmed,2022-12-18 23:23:00.265489600,,
BRU00008632,Toothbrush 4000,2022-12-19 04:18:06.347881200,24,1,BL47AN,BL47AN,True,Order Received,,,
BRU00009125,Toothbrush 2000,2022-12-19 13:20:01.559514800,90,9,BL53DS,BL53DS,True,Order Confirmed,2022-12-19 14:21:27.794426000,,
BRU00008647,Toothbrush 4000,2022-12-19 17:21:16.342000000,27,4,CV13JD,CV13JD,True,Order Confirmed,2022-12-19 18:30:59.940221200,,
BRU00009169,Toothbrush 2000,2022-12-18 18:26:59.724613599,62,6,DT96AP,DT96AP,True,Order Received,,,
BRU00008687,Toothbrush 4000,2022-12-18 21:42:52.582470000,30,9,CT94FL,CT94FL,True,Order Confirmed,2022-12-18 22:43:54.677224800,,
BRU00008689,Toothbrush 4000,2022-12-19 07:52:50.082544000,24,1,HR96HE,HR96HE,True,Order Confirmed,2022-12-19 09:21:24.890041600,,
BRU00008951,Toothbrush 2000,2022-12-19 00:07:33.233122400,73,4,GL88NJ,GL88NJ,True,Order Confirmed,2022-12-19 01:06:56.503283600,,
BRU00008748,Toothbrush 2000,2022-12-19 08:18:27.203755600,84,9,CA255JS,CA255JS,True,Order Received,,,
BRU00009114,Toothbrush 2000,2022-12-18 15:55:40.756532800,50,5,BL12LS,BL12LS,True,Order Received,,,
BRU00008608,Toothbrush 2000,2022-12-19 00:53:18.683167200,63,7,GU220NR,GU220NR,True,Order Confirmed,2022-12-19 02:02:41.054190000,,
BRU00008822,Toothbrush 4000,2022-12-19 09:35:11.448139200,21,2,GU12JE,GU12JE,True,Order Confirmed,2022-12-19 10:38:24.950630400,,
BRU00008877,Toothbrush 4000,2022-12-19 00:57:48.121611600,17,2,BN114NE,BN114NE,True,Order Received,,,
BRU00009231,Toothbrush 4000,2022-12-19 02:06:36.898725200,1,5,BL17AB,BL17AB,True,Order Received,,,
BRU00008679,Toothbrush 2000,2022-12-19 08:29:40.948901200,66,8,GU314HD,GU314HD,True,Order Received,,,
BRU00008581,Toothbrush 2000,2022-12-19 10:46:36.260576400,87,9,IP214HE,IP214HE,True,Order Received,,,
BRU00008779,Toothbrush 4000,2022-12-19 15:16:19.407263600,25,6,DE722HP,DE722HP,True,Order Received,,,
BRU00009090,Toothbrush 2000,2022-12-19 00:27:38.064648400,92,9,B276QG,B276QG,True,Order Received,,,
BRU00009102,Toothbrush 4000,2022-12-18 21:28:32.879677200,28,2,FK77WU,FK77WU,True,Order Received,,,
BRU00008682,Toothbrush 2000,2022-12-18 14:34:04.374855600,84,8,G226QT,G226QT,True,Order Confirmed,2022-12-18 15:49:46.062452399,,
BRU00008990,Toothbrush 4000,2022-12-18 16:39:22.467020400,49,2,CM131PS,CM131PS,True,Order Received,,,
BRU00008814,Toothbrush 4000,2022-12-19 19:50:09.812804400,8,8,B658PU,B658PU,True,Order Confirmed,2022-12-19 21:13:36.594754800,,
BRU00008830,Toothbrush 4000,2022-12-18 21:52:10.603415600,22,5,EX320SU,EX320SU,True,Order Received,,,
BRU00009189,Toothbrush 4000,2022-12-19 07:46:02.254437200,43,8,EH89SL,EH89SL,True,Order Received,,,
BRU00009172,Toothbrush 4000,2022-12-18 23:59:54.348468400,27,1,DE553BQ,DE553BQ,True,Order Confirmed,2022-12-19 01:06:59.390719600,,
BRU00008671,Toothbrush 2000,2022-12-18 11:38:50.974119199,84,6,HA71LX,HA71LX,True,Order Confirmed,2022-12-18 12:51:54.703421599,,
BRU00009327,Toothbrush 4000,2022-12-19 04:29:42.619183600,25,6,CV91BL,CV91BL,True,Order Received,,,
BRU00008940,Toothbrush 2000,2022-12-18 17:14:23.673439200,76,3,BN85AZ,BN85AZ,True,Order Received,,,
BRU00008829,Toothbrush 4000,2022-12-18 21:09:09.211469200,34,3,G466SH,G466SH,True,Order Received,,,
BRU00009192,Toothbrush 4000,2022-12-18 23:08:27.862659600,34,2,AB421JA,AB421JA,True,Order Confirmed,2022-12-19 00:09:46.179417600,,
BRU00009107,Toothbrush 2000,2022-12-19 14:01:19.498216400,72,3,E28PB,E28PB,True,Order Received,,,
BRU00008872,Toothbrush 4000,2022-12-19 06:30:05.644346000,21,3,HG41LL,HG41LL,True,Order Confirmed,2022-12-19 07:19:34.358552000,,
BRU00009332,Toothbrush 2000,2022-12-18 23:17:49.324302000,82,6,CA201EQ,CA201EQ,True,Order Received,,,
