order_number,toothbrush_type,order_date,customer_age,order_quantity,delivery_postcode,billing_postcode,is_first,dispatch_status,dispatch_date,delivery_status,delivery_date
BRU00009318,Toothbrush 4000,2022-12-18 12:26:50.331726800,12,5,DE43DP,CA75DS,True,Order Confirmed,2022-12-18 13:14:31.231653200,,
BRU00008653,Toothbrush 4000,2022-12-19 06:28:09.269848000,22,3,BN26BB,BL84EL,True,Order Confirmed,2022-12-19 07:11:53.207136400,,
BRU00008846,Toothbrush 2000,2022-12-18 18:46:51.020886800,74,5,BD48UQ,HR28FE,True,Dispatched,2022-12-19 02:25:18.226877600,Unsuccessful,2022-12-20 04:37:21.496300400
BRU00008629,Toothbrush 4000,2022-12-19 07:03:38.436024400,37,3,E29LY,B938QG,True,Order Confirmed,2022-12-19 08:00:28.873142800,,
BRU00008861,Toothbrush 4000,2022-12-19 06:57:50.401776400,44,2,HA62XF,DE243AJ,True,Order Confirmed,2022-12-19 08:15:16.344674800,,
BRU00009159,Toothbrush 4000,2022-12-19 12:53:47.711905200,10,9,CT147NP,DY149TE,True,Order Received,,,
BRU00009209,Toothbrush 2000,2022-12-18 22:17:51.755703200,68,5,DD81XG,CW27UA,True,Order Received,,,
BRU00009229,Toothbrush 2000,2022-12-18 17:26:20.036419600,72,6,AL96HH,DG13AD,True,Order Confirmed,2022-12-18 18:39:29.070937600,,
BRU00009248,Toothbrush 2000,2022-12-19 08:54:11.109764800,75,4,E179BN,DN163UP,True,Order Confirmed,2022-12-19 10:16:30.916804000,,
BRU00008754,Toothbrush 2000,2022-12-18 12:37:12.458412800,72,4,DE150JW,B12AF,True,Order Confirmed,2022-12-18 13:54:45.866562800,,
BRU00008856,Toothbrush 2000,2022-12-19 01:40:47.688948800,68,2,EX30NY,DY117EE,True,Order Received,,,
BRU00009071,Toothbrush 2000,2022-12-19 01:22:09.699523200,77,1,DN33DQ,HA54RY,True,Order Received,,,
BRU00009295,Toothbrush 2000,2022-12-18 22:11:54.319232400,69,1,DL22BZ,DE126RB,True,Order Received,,,
BRU00008627,Toothbrush 2000,2022-12-19 00:42:51.593191600,61,3,B458LH,CV93SS,True,Order Received,,,
BRU00008915,Toothbrush 2000,2022-12-18 21:02:04.499754800,87,8,DG27HZ,G733PN,True,Dispatched,2022-12-19 04:08:23.513248400,Unsuccessful,2022-12-20 19:58:04.139393600
BRU00008600,Toothbrush 4000,2022-12-19 06:45:27.161241600,17,2,B301TG,G663LZ,True,Dispatched,2022-12-19 13:51:43.923374400,In Transit,2022-12-19 14:53:48.026246400
BRU00008691,Toothbrush 2000,2022-12-18 19:19:42.132521600,65,8,GU248PZ,BN435PT,True,Dispatched,2022-12-19 03:26:42.762184400,Unsuccessful,2022-12-20 09:51:05.732438000
BRU00008576,Toothbrush 4000,2022-12-19 03:10:19.196163600,15,7,CT216PL,GL504PX,True,Dispatched,2022-12-19 09:50:14.469429600,In Transit,2022-12-19 10:37:11.613260400
BRU00008831,Toothbrush 2000,2022-12-19 01:13:39.623306800,81,4,DL79JB,AL100TX,True,Dispatched,2022-12-19 08:01:30.506753200,In Transit,2022-12-19 09:05:31.512742000
BRU00009081,Toothbrush 2000,2022-12-19 08:19:10.785890800,77,8,B237AD,CT66PN,True,Dispatched,2022-12-19 15:58:22.753630000,In Transit,2022-12-19 16:52:50.605696000
BRU00009303,Toothbrush 4000,2022-12-18 19:23:46.236615200,32,5,B664EL,IG12JW,True,Order Confirmed,2022-12-18 20:49:55.363892000,,
BRU00009309,Toothbrush 2000,2022-12-18 11:01:26.893492800,57,5,EH216SY,CH89ST,True,Order Received,,,
BRU00008789,Toothbrush 2000,2022-12-18 12:29:13.084441200,75,7,CV358QX,GL43SJ,True,Order Received,,,
BRU00009142,Toothbrush 2000,2022-12-18 23:15:47.454680800,78,9,G815AP,B459QE,True,Dispatched,2022-12-19 06:41:59.092918000,In Transit,2022-12-19 07:32:13.388041600
BRU00009228,Toothbrush 4000,2022-12-19 08:58:57.828656000,20,7,HX14HL,CM59JR,True,Order Received,,,
BRU00008595,Toothbrush 4000,2022-12-19 00:37:19.824195199,33,9,G840LP,DE78BA,True,Dispatched,2022-12-19 08:02:09.919663999,In Transit,2022-12-19 09:14:54.998151199
BRU00008616,Toothbrush 2000,2022-12-18 21:03:58.907934000,81,9,AL36ZN,FY14AU,True,Order Received,,,
BRU00009197,Toothbrush 4000,2022-12-19 19:11:10.503992800,15,5,BL33PW,GU254QF,True,Order Confirmed,2022-12-19 20:14:43.448798800,,
BRU00009214,Toothbrush 2000,2022-12-18 18:44:10.102694000,73,5,DG46AP,DG46AP,True,Dispatched,2022-12-19 02:30:45.276704000,Unsuccessful,2022-12-20 08:57:05.749316000
BRU00008943,Toothbrush 4000,2022-12-19 07:32:44.249441200,25,2,EN52PG,EN52PG,True,Order Confirmed,2022-12-19 08:47:27.784427200,,
BRU00009286,Toothbrush 4000,2022-12-19 18:07:05.646224400,16,2,B435HB,B435HB,True,Order Confirmed,2022-12-19 19:14:33.289218000,,
BRU00008897,Toothbrush 4000,2022-12-19 09:57:48.302120400,26,5,HX13QJ,HX13QJ,True,Order Confirmed,2022-12-19 11:21:10.831329600,,
BRU00009246,Toothbrush 4000,2022-12-19 06:21:58.980067200,42,5,DA184BD,DA184BD,True,Order Received,,,
BRU00009249,Toothbrush 4000,2022-12-18 23:28:48.752156000,34,1,AB452DS,AB452DS,True,Dispatched,2022-12-19 06:08:12.787725200,In Transit,2022-12-19 07:07:09.562062800
BRU00008979,Toothbrush 2000,2022-12-18 22:48:48.319100000,69,1,B938BP,B938BP,True,Order Received,,,
BRU00009278,Toothbrush 2000,2022-12-18 18:22:27.805699600,80,4,CW124QF,CW124QF,True,Order Received,,,
BRU00009293,Toothbrush 4000,2022-12-19 04:11:24.753386400,34,9,B219NH,B219NH,True,Order Received,,,
BRU00008909,Toothbrush 2000,2022-12-18 10:52:59.487058400,71,8,CF314NP,CF314NP,True,Order Received,,,
BRU00009005,Toothbrush 4000,2022-12-18 23:16:59.338591200,31,5,GL46QL,GL46QL,True,Order Confirmed,2022-12-19 00:36:36.929241600,,
BRU00008783,Toothbrush 4000,2022-12-19 22:44:24.169872400,26,6,B32DP,B32DP,True,Dispatched,2022-12-20 06:00:54.433305999,In Transit,2022-12-20 07:02:37.559643999
BRU00008780,Toothbrush 2000,2022-12-18 13:20:50.347277600,69,4,BS284SA,BS284SA,True,Order Confirmed,2022-12-18 14:25:23.680262000,,
BRU00009085,Toothbrush 2000,2022-12-19 09:53:52.910456400,93,1,DE143DJ,DE143DJ,True,Dispatched,2022-12-19 17:10:51.596699999,In Transit,2022-12-19 17:57:12.099035999
BRU00008575,Toothbrush 4000,2022-12-19 18:24:50.523398400,24,1,BD208DZ,BD208DZ,True,Order Received,,,
BRU00008683,Toothbrush 2000,2022-12-19 11:14:18.669684800,98,1,AB301ES,AB301ES,True,Order Received,,,
BRU00009133,Toothbrush 4000,2022-12-19 15:52:13.776760400,24,2,DT63JP,DT63JP,True,Order Confirmed,2022-12-19 17:03:10.731738800,,
BRU00008969,Toothbrush 4000,2022-12-19 11:53:23.185887600,16,4,B988JS,B988JS,True,Dispatched,2022-12-19 18:41:50.196979200,In Transit,2022-12-19 19:40:11.821705200
BRU00009244,Toothbrush 2000,2022-12-18 16:22:05.672330400,66,9,EX320ND,EX320ND,True,Dispatched,2022-12-18 23:14:23.762929200,In Transit,2022-12-19 00:41:40.975018800
BRU00008848,Toothbrush 4000,2022-12-19 05:00:39.982353200,17,6,CA110PH,CA110PH,True,Order Confirmed,2022-12-19 06:05:03.184476800,,
BRU00008809,Toothbrush 2000,2022-12-19 06:06:19.593664400,73,1,DA75QY,DA75QY,True,Order Received,,,
BRU00008867,Toothbrush 2000,2022-12-19 12:39:07.331597600,83,1,BD175AH,BD175AH,True,Dispatched,2022-12-19 19:31:40.986328400,In Transit,2022-12-19 20:48:13.654475600
BRU00008988,Toothbrush 2000,2022-12-18 20:38:34.740110000,76,1,EH42SB,EH42SB,True,Order Received,,,
BRU00008903,Toothbrush 4000,2022-12-19 00:51:35.688629200,29,7,HU164LT,HU164LT,True,Dispatched,2022-12-19 08:32:28.464346000,In Transit,2022-12-19 09:32:40.349357200
BRU00009279,Toothbrush 4000,2022-12-19 09:02:15.901569600,36,2,DH63RD,DH63RD,True,Order Received,,,
BRU00008859,Toothbrush 2000,2022-12-18 23:53:37.149994000,72,1,AL73HJ,AL73HJ,True,Dispatched,2022-12-19 06:28:44.589619600,In Transit,2022-12-19 07:26:43.789650400
BRU00008769,Toothbrush 2000,2022-12-19 06:56:31.609751200,66,1,CT45EA,CT45EA,True,Order Confirmed,2022-12-19 07:44:58.588993600,,
BRU00008920,Toothbrush 2000,2022-12-18 10:55:10.540844800,100,8,BS57BB,BS57BB,True,Order Received,,,
BRU00009255,Toothbrush 4000,2022-12-19 19:39:36.907242800,32,8,AL73TP,AL73TP,True,Dispatched,2022-12-20 03:47:44.801019200,Unsuccessful,2022-12-21 08:43:20.355729200
BRU00009307,Toothbrush 4000,2022-12-19 05:10:59.356050800,36,8,BL14DY,BL14DY,True,Dispatched,2022-12-19 11:23:15.149488400,In Transit,2022-12-19 12:29:09.947740400
BRU00008906,Toothbrush 4000,2022-12-19 04:30:30.040840000,31,7,HP70NZ,HP70NZ,True,Order Received,,,
BRU00009273,Toothbrush 4000,2022-12-19 10:24:47.530974800,31,6,DL167DT,DL167DT,True,Order Received,,,
BRU00008731,Toothbrush 2000,2022-12-19 03:30:03.658220400,70,5,HP108HE,HP108HE,True,Order Received,,,
BRU00008821,Toothbrush 2000,2022-12-18 22:13:51.176320400,56,5,CB97JA,CB97JA,True,Order Confirmed,2022-12-18 23:35:18.492681200,,
BRU00008982,Toothbrush 2000,2022-12-19 10:27:33.127075600,84,1,BD108BW,BD108BW,True,Order Received,,,
BRU00008961,Toothbrush 2000,2022-12-19 01:21:38.092274000,71,3,G333TH,G333TH,True,Dispatched,2022-12-19 08:40:13.834812800,In Transit,2022-12-19 09:27:24.001704800
BRU00008601,Toothbrush 2000,2022-12-18 23:47:08.218560800,91,8,DY13NA,DY13NA,True,Dispatched,2022-12-19 06:22:06.804065599,In Transit,2022-12-19 07:27:38.202796399
BRU00008598,Toothbrush 2000,2022-12-18 21:14:27.117229200,81,9,BA114NE,BA114NE,True,Order Confirmed,2022-12-18 22:37:42.477974400,,
BRU00008723,Toothbrush 4000,2022-12-19 09:04:03.331004000,30,6,BA146EL,BA146EL,True,Dispatched,2022-12-19 16:00:06.099651200,In Transit,2022-12-19 16:44:55.040109200
BRU00008887,Toothbrush 4000,2022-12-18 20:57:02.612797200,22,2,CT170BE,CT170BE,True,Order Received,,,
BRU00009268,Toothbrush 4000,2022-12-18 17:04:13.785947200,31,2,DT51JA,DT51JA,True,Dispatched,2022-12-18 23:49:30.914995600,In Transit,2022-12-19 00:58:27.955223200
BRU00009298,Toothbrush 4000,2022-12-19 18:38:28.547328000,33,3,CF53RS,CF53RS,True,Dispatched,2022-12-20 01:23:49.542564000,Unsuccessful,2022-12-21 06:20:44.097355200
BRU00008597,Toothbrush 4000,2022-12-19 08:15:24.825806400,24,2,G733QQ,G733QQ,True,Order Confirmed,2022-12-19 09:13:05.783942400,,
BRU00009106,Toothbrush 2000,2022-12-18 20:14:19.758116400,78,8,CT110NA,CT110NA,True,Order Confirmed,2022-12-18 21:37:47.835930000,,
BRU00009183,Toothbrush 2000,2022-12-18 13:40:05.758665200,67,5,DL178JH,DL178JH,True,Order Confirmed,2022-12-18 14:44:24.929217200,,
BRU00008651,Toothbrush 4000,2022-12-19 22:06:30.432163600,27,4,BA27BH,BA27BH,True,Order Received,,,
BRU00008791,Toothbrush 2000,2022-12-18 21:27:45.733142400,74,8,DN121LR,DN121LR,True,Order Received,,,
BRU00009203,Toothbrush 2000,2022-12-19 02:46:50.252632000,85,8,BN15LP,BN15LP,True,Order Received,,,
BRU00009269,Toothbrush 2000,2022-12-19 15:58:17.296289600,67,4,CH463ST,CH463ST,True,Dispatched,2022-12-19 23:36:43.313312000,In Transit,2022-12-20 00:44:10.610342000
BRU00008716,Toothbrush 4000,2022-12-19 02:34:31.631783600,28,3,CO100YT,CO100YT,True,Order Received,,,
BRU00008916,Toothbrush 2000,2022-12-19 01:59:19.367366000,91,6,BL09GX,BL09GX,True,Dispatched,2022-12-19 09:21:34.910334800,In Transit,2022-12-19 10:15:40.822071200
BRU00008625,Toothbrush 4000,2022-12-19 11:25:17.267640000,25,4,CM129QT,CM129QT,True,Dispatched,2022-12-19 20:13:22.090963200,In Transit,2022-12-19 20:58:01.984311600
BRU00009257,Toothbrush 4000,2022-12-19 07:48:02.316041200,24,4,AB422AN,AB422AN,True,Order Received,,,
BRU00009329,Toothbrush 2000,2022-12-19 05:47:16.401295200,69,8,DY69XH,DY69XH,True,Dispatched,2022-12-19 12:59:34.643787600,In Transit,2022-12-19 14:02:58.552381200
BRU00008860,Toothbrush 2000,2022-12-19 08:30:13.156318800,67,9,IP221PX,IP221PX,True,Order Confirmed,2022-12-19 09:44:03.419545200,,
BRU00009331,Toothbrush 2000,2022-12-18 10:43:00.432108400,82,2,CV379ST,CV379ST,True,Order Received,,,
BRU00008898,Toothbrush 4000,2022-12-19 05:13:42.667314000,9,1,BB48DR,BB48DR,True,Order Confirmed,2022-12-19 06:18:59.537222400,,
BRU00008871,Toothbrush 4000,2022-12-19 08:49:23.315261200,25,2,BA169RW,BA169RW,True,Dispatched,2022-12-19 16:24:41.418655600,In Transit,2022-12-19 17:26:01.900208800
BRU00009289,Toothbrush 2000,2022-12-18 11:47:48.740602000,71,2,HP180RG,HP180RG,True,Order Received,,,
BRU00009073,Toothbrush 2000,2022-12-19 06:23:13.031421200,85,9,CH36DB,CH36DB,True,Order Confirmed,2022-12-19 07:52:15.686286800,,
BRU00008591,Toothbrush 4000,2022-12-19 16:17:47.856884000,46,4,CO154SS,CO154SS,True,Order Confirmed,2022-12-19 16:53:34.078708399,,
BRU00008582,Toothbrush 2000,2022-12-19 04:11:46.230816800,75,6,DN118LP,DN118LP,True,Dispatched,2022-12-19 11:33:49.924443200,In Transit,2022-12-19 12:04:10.165061600
BRU00009153,Toothbrush 4000,2022-12-19 22:01:05.113584400,17,7,BB112HX,BB112HX,True,Dispatched,2022-12-20 04:15:19.379224000,Unsuccessful,2022-12-21 12:22:39.247441600
BRU00008928,Toothbrush 2000,2022-12-18 17:50:57.570156800,83,5,B774QY,B774QY,True,Order Received,,,
BRU00009262,Toothbrush 2000,2022-12-19 08:53:32.640750400,60,3,CF54FX,CF54FX,True,Dispatched,2022-12-19 15:51:07.202662000,In Transit,2022-12-19 16:27:46.863404800
BRU00009129,Toothbrush 2000,2022-12-18 22:20:24.583467600,92,3,EH22AU,EH22AU,True,Dispatched,2022-12-19 04:40:50.283121200,Unsuccessful,2022-12-20 04:04:37.100846400
BRU00009140,Toothbrush 4000,2022-12-19 12:54:05.067651999,29,4,BN113BP,BN113BP,True,Order Confirmed,2022-12-19 13:40:20.139434799,,
BRU00008688,Toothbrush 2000,2022-12-18 16:31:56.070192000,82,3,EH268BG,EH268BG,True,Order Received,,,
BRU00008845,Toothbrush 4000,2022-12-18 20:27:37.834488000,20,8,FK20NZ,FK20NZ,True,Order Confirmed,2022-12-18 21:23:26.547990000,,
BRU00008948,Toothbrush 2000,2022-12-18 15:57:43.740256000,78,7,GL181QW,GL181QW,True,Dispatched,2022-12-18 23:43:59.293970800,In Transit,2022-12-19 00:38:55.755071200
BRU00008995,Toothbrush 2000,2022-12-18 18:52:56.794386000,79,2,CF102AQ,CF102AQ,True,Order Confirmed,2022-12-18 20:06:19.721617200,,
BRU00008742,Toothbrush 4000,2022-12-18 22:47:17.097388800,26,3,G639QS,G639QS,True,Dispatched,2022-12-19 05:18:21.707186400,In Transit,2022-12-19 06:13:59.402528400
BRU00009058,Toothbrush 2000,2022-12-18 15:26:20.646033200,68,2,EN89PL,EN89PL,True,Order Received,,,
BRU00009151,Toothbrush 2000,2022-12-18 09:58:13.515054000,88,4,HR74EZ,HR74EZ,True,Dispatched,2022-12-18 16:28:54.349191600,In Transit,2022-12-18 17:09:23.828836800
BRU00008981,Toothbrush 4000,2022-12-19 07:35:28.407026400,17,3,G427LD,G427LD,True,Order Confirmed,2022-12-19 08:52:30.753285600,,
BRU00008889,Toothbrush 4000,2022-12-19 17:03:01.829042800,33,7,DY121AA,DY121AA,True,Order Received,,,
BRU00008973,Toothbrush 2000,2022-12-19 01:14:22.071453200,52,5,GU148BG,GU148BG,True,Order Received,,,
BRU00008844,Toothbrush 4000,2022-12-19 11:13:17.971914800,38,3,CV211FB,CV211FB,True,Order Received,,,
BRU00009242,Toothbrush 2000,2022-12-18 11:26:40.383734800,73,4,G444QQ,G444QQ,True,Order Received,,,
BRU00009063,Toothbrush 2000,2022-12-18 21:47:57.366938400,57,9,HP123BT,HP123BT,True,Order Received,,,
BRU00009288,Toothbrush 2000,2022-12-18 16:19:15.969418400,70,7,HD76EX,HD76EX,True,Order Confirmed,2022-12-18 17:40:22.858518800,,
BRU00008997,Toothbrush 2000,2022-12-18 17:28:40.920175600,72,7,DE65NJ,DE65NJ,True,Dispatched,2022-12-19 00:14:05.714444800,Unsuccessful,2022-12-19 21:18:51.224774800
BRU00008983,Toothbrush 2000,2022-12-18 05:35:27.695018400,84,3,CF336RX,CF336RX,True,Dispatched,2022-12-18 11:50:49.679923200,In Transit,2022-12-18 12:37:31.852639200
BRU00009296,Toothbrush 4000,2022-12-19 01:55:04.423182800,29,6,GU148TW,GU148TW,True,Order Confirmed,2022-12-19 02:49:03.396441200,,
BRU00009116,Toothbrush 4000,2022-12-19 03:01:00.300670000,44,8,G840FB,G840FB,True,Dispatched,2022-12-19 10:06:17.400337600,In Transit,2022-12-19 11:09:22.030852000
BRU00009121,Toothbrush 4000,2022-12-18 21:13:34.981472400,24,5,BS167NT,BS167NT,True,Order Received,,,
BRU00008635,Toothbrush 2000,2022-12-18 18:06:41.740646000,65,2,CF55AH,CF55AH,True,Order Confirmed,2022-12-18 19:11:46.304901200,,
BRU00008768,Toothbrush 4000,2022-12-19 04:34:46.663660800,30,6,B755JA,B755JA,True,Order Received,,,
BRU00008847,Toothbrush 4000,2022-12-19 11:39:08.278219200,14,5,DN331AX,DN331AX,True,Order Confirmed,2022-12-19 12:44:19.082397600,,
BRU00008713,Toothbrush 2000,2022-12-19 08:37:26.147962399,71,9,BS482JR,BS482JR,True,Dispatched,2022-12-19 15:46:24.292522399,In Transit,2022-12-19 17:16:43.934964798
BRU00008908,Toothbrush 2000,2022-12-19 04:28:50.471796000,88,1,BN200EL,BN200EL,True,Order Confirmed,2022-12-19 05:24:40.523536800,,
BRU00009057,Toothbrush 4000,2022-12-19 07:08:03.988808800,28,5,CF833LX,CF833LX,True,Dispatched,2022-12-19 14:03:31.956817600,In Transit,2022-12-19 15:04:00.638096800
BRU00009128,Toothbrush 2000,2022-12-19 03:16:34.799008800,72,7,AL38PL,AL38PL,True,Order Confirmed,2022-12-19 04:07:21.994503600,,
BRU00009219,Toothbrush 4000,2022-12-18 21:25:20.504976800,37,2,BD163NE,BD163NE,True,Order Confirmed,2022-12-18 22:12:46.444682000,,
BRU00009223,Toothbrush 4000,2022-12-19 10:03:29.945351200,25,6,B742DS,B742DS,True,Dispatched,2022-12-19 17:27:03.901327600,In Transit,2022-12-19 18:19:08.466013600
BRU00008936,Toothbrush 2000,2022-12-18 13:51:54.558149200,56,1,DE53JH,DE53JH,True,Dispatched,2022-12-18 20:57:01.522675600,In Transit,2022-12-18 21:52:49.176510400
BRU00009137,Toothbrush 4000,2022-12-19 04:29:17.479062000,22,4,BN108EW,BN108EW,True,Order Confirmed,2022-12-19 05:27:07.618274400,,
BRU00008911,Toothbrush 2000,2022-12-19 04:36:04.944539600,71,4,BS226UP,BS226UP,True,Dispatched,2022-12-19 11:39:26.849819600,In Transit,2022-12-19 12:30:07.439440400
BRU00008949,Toothbrush 2000,2022-12-19 04:48:56.548321200,73,9,AB538PD,AB538PD,True,Dispatched,2022-12-19 11:38:42.519552000,In Transit,2022-12-19 12:46:45.624172799
BRU00008942,Toothbrush 4000,2022-12-19 06:01:41.458401200,26,3,CW100SS,CW100SS,True,Order Confirmed,2022-12-19 07:16:14.908268000,,
BRU00008828,Toothbrush 4000,2022-12-18 12:15:46.697188000,29,2,GU67DZ,GU67DZ,True,Order Confirmed,2022-12-18 13:13:30.915563200,,
BRU00009311,Toothbrush 4000,2022-12-19 14:24:09.826939600,26,7,BN435JL,BN435JL,True,Dispatched,2022-12-19 22:36:39.693565600,In Transit,2022-12-19 23:10:08.126059600
BRU00008998,Toothbrush 4000,2022-12-18 21:18:17.165304400,40,2,IM95PE,IM95PE,True,Order Confirmed,2022-12-18 22:23:41.967899200,,
BRU00008739,Toothbrush 2000,2022-12-18 21:21:40.723484800,72,4,CO91JQ,CO91JQ,True,Order Confirmed,2022-12-18 22:32:28.515808000,,
BRU00009202,Toothbrush 2000,2022-12-18 16:48:51.436163200,65,9,IP137JA,IP137JA,True,Order Received,,,
BRU00008692,Toothbrush 4000,2022-12-18 22:33:49.158508399,28,5,BB30QZ,BB30QZ,True,Dispatched,2022-12-19 05:26:09.099456799,In Transit,2022-12-19 06:26:44.668799599
BRU00009245,Toothbrush 4000,2022-12-19 02:21:07.624144000,25,7,BD227DH,BD227DH,True,Dispatched,2022-12-19 10:20:43.641865600,In Transit,2022-12-19 11:07:32.717581600
BRU00008728,Toothbrush 4000,2022-12-19 04:59:53.552684000,25,8,CM07EP,CM07EP,True,Order Received,,,
BRU00009306,Toothbrush 4000,2022-12-18 22:08:47.927796400,28,1,GU47DQ,GU47DQ,True,Order Confirmed,2022-12-18 23:14:43.419106000,,
BRU00008881,Toothbrush 4000,2022-12-19 03:05:40.313159200,16,3,B744AN,B744AN,True,Order Received,,,
BRU00009285,Toothbrush 4000,2022-12-19 00:41:23.505921199,23,8,HP27LT,HP27LT,True,Dispatched,2022-12-19 07:40:24.952637599,In Transit,2022-12-19 08:42:55.772185999
BRU00009266,Toothbrush 2000,2022-12-19 00:07:21.149010000,88,7,G521HS,G521HS,True,Order Confirmed,2022-12-19 01:22:07.120288800,,
BRU00008962,Toothbrush 4000,2022-12-18 23:57:14.058708400,26,8,EN54LP,EN54LP,True,Order Confirmed,2022-12-19 00:41:13.334693200,,
BRU00009330,Toothbrush 2000,2022-12-19 06:45:26.999295200,85,6,CV238HJ,CV238HJ,True,Order Confirmed,2022-12-19 08:02:42.393603200,,
BRU00008808,Toothbrush 4000,2022-12-19 06:49:29.880102800,29,7,B248AN,B248AN,True,Order Confirmed,2022-12-19 07:39:07.473953600,,
BRU00008838,Toothbrush 4000,2022-12-19 07:58:59.590770400,35,8,EX165JN,EX165JN,True,Order Received,,,
BRU00008721,Toothbrush 2000,2022-12-18 21:03:04.204973200,89,6,CF819QG,CF819QG,True,Dispatched,2022-12-19 04:27:37.035817600,Unsuccessful,2022-12-19 14:11:43.695726400
BRU00008662,Toothbrush 4000,2022-12-18 10:53:23.945703200,23,2,DT110EH,DT110EH,True,Order Received,,,
BRU00008793,Toothbrush 4000,2022-12-19 19:39:02.488740400,32,9,DE451UW,DE451UW,True,Order Received,,,
BRU00009225,Toothbrush 4000,2022-12-18 22:28:20.140792400,23,6,DD114QY,DD114QY,True,Dispatched,2022-12-19 03:41:42.186477200,Unsuccessful,2022-12-21 03:16:39.952593200
BRU00008874,Toothbrush 4000,2022-12-19 11:43:55.545424800,33,1,HU115FB,HU115FB,True,Order Confirmed,2022-12-19 13:00:07.276832400,,
BRU00008664,Toothbrush 4000,2022-12-19 12:53:38.300049600,33,8,CW84HJ,CW84HJ,True,Order Confirmed,2022-12-19 13:47:57.076364400,,
BRU00009213,Toothbrush 2000,2022-12-18 22:24:26.621553600,77,8,CV238TD,CV238TD,True,Dispatched,2022-12-19 06:14:17.776071600,In Transit,2022-12-19 07:05:52.071194400
BRU00008729,Toothbrush 2000,2022-12-18 13:05:05.296550800,77,9,E173JZ,E173JZ,True,Order Received,,,
BRU00009243,Toothbrush 4000,2022-12-19 16:00:44.695635200,14,2,G816RT,G816RT,True,Dispatched,2022-12-19 23:26:35.398331600,In Transit,2022-12-20 00:12:12.131439200
BRU00009283,Toothbrush 2000,2022-12-18 15:01:56.091935600,67,5,GU337EL,GU337EL,True,Order Confirmed,2022-12-18 15:49:27.467259200,,
BRU00009226,Toothbrush 2000,2022-12-19 12:10:14.682755600,84,7,CF35UJ,CF35UJ,True,Order Confirmed,2022-12-19 13:19:41.268226400,,
BRU00009211,Toothbrush 4000,2022-12-18 23:49:50.789486400,32,1,DY122TW,DY122TW,True,Dispatched,2022-12-19 07:21:18.144516000,In Transit,2022-12-19 08:22:19.522633200
BRU00008939,Toothbrush 2000,2022-12-18 15:28:06.448387200,72,2,CM33LU,CM33LU,True,Order Received,,,
BRU00009166,Toothbrush 2000,2022-12-18 18:23:32.579926400,71,3,EH216AX,EH216AX,True,Dispatched,2022-12-19 01:17:55.467257600,Unsuccessful,2022-12-20 14:25:33.299550800
BRU00009030,Toothbrush 4000,2022-12-18 12:51:07.681089200,11,2,DY20AY,DY20AY,True,Order Received,,,
BRU00008628,Toothbrush 4000,2022-12-19 09:56:13.369134400,35,4,DL82HB,DL82HB,True,Dispatched,2022-12-19 17:08:56.643586000,In Transit,2022-12-19 18:04:27.179550400
BRU00009326,Toothbrush 2000,2022-12-19 08:47:27.217953200,67,2,EN29BY,EN29BY,True,Order Received,,,
BRU00008850,Toothbrush 2000,2022-12-18 23:13:23.123383200,82,7,BR33AJ,BR33AJ,True,Order Received,,,
BRU00009068,Toothbrush 2000,2022-12-19 09:03:22.154454799,67,7,HX37HZ,HX37HZ,True,Dispatched,2022-12-19 16:34:51.513730399,In Transit,2022-12-19 17:40:42.862764799
BRU00008825,Toothbrush 4000,2022-12-19 10:02:05.997922800,18,9,IP300AA,IP300AA,True,Order Confirmed,2022-12-19 11:05:37.417178400,,
BRU00009333,Toothbrush 2000,2022-12-19 00:04:50.893366400,78,7,EX348JH,EX348JH,True,Order Confirmed,2022-12-19 00:57:57.276507200,,
BRU00009267,Toothbrush 4000,2022-12-19 02:39:55.107830800,28,7,G697FT,G697FT,True,Dispatched,2022-12-19 10:08:57.980366800,In Transit,2022-12-19 10:56:46.376486800
BRU00008644,Toothbrush 4000,2022-12-19 17:43:23.323834400,27,1,B744RS,B744RS,True,Order Confirmed,2022-12-19 18:49:56.025064400,,
BRU00008614,Toothbrush 4000,2022-12-19 10:36:45.233900400,30,3,EX331FE,EX331FE,True,Dispatched,2022-12-19 17:04:54.245630400,In Transit,2022-12-19 17:39:45.050984400
BRU00008594,Toothbrush 4000,2022-12-19 15:55:33.370423200,19,9,BN273SE,BN273SE,True,Order Received,,,
BRU00008864,Toothbrush 2000,2022-12-18 17:30:21.872470000,69,5,BH92SZ,BH92SZ,True,Order Received,,,
BRU00009048,Toothbrush 2000,2022-12-18 20:28:10.830131600,65,5,E175YD,E175YD,True,Order Confirmed,2022-12-18 21:57:33.862469600,,
BRU00009034,Toothbrush 4000,2022-12-18 17:05:19.866203200,24,4,E50LR,E50LR,True,Order Received,,,
BRU00008741,Toothbrush 4000,2022-12-19 10:34:47.206309200,39,1,CF56BR,CF56BR,True,Order Received,,,
BRU00009082,Toothbrush 2000,2022-12-18 19:03:05.248534400,82,7,EX137JR,EX137JR,True,Order Received,,,
BRU00009124,Toothbrush 4000,2022-12-18 21:43:45.819039600,34,8,BN998FG,BN998FG,True,Dispatched,2022-12-19 04:20:25.826077200,Unsuccessful,2022-12-20 12:00:29.257861200
BRU00008858,Toothbrush 2000,2022-12-18 17:11:12.948128800,90,3,EH87LQ,EH87LQ,True,Order Received,,,
